1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtFinSF1,BsmtUnfSF,GarageArea,GarageYrBlt,GrLivArea,LotArea,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
1552,0.0,3.0,24,1528,782,2005.0,1552,10084,196.0,20,5,7,1552,2005,2006,212900
960,0.0,3.0,0,672,288,1956.0,960,8926,0.0,0,3,4,672,1956,1956,112000
698,0.0,2.0,0,698,0,1980.0,698,9405,0.0,200,9,5,698,1947,2008,118000
812,670.0,3.0,0,384,392,1992.0,1482,9125,170.0,25,5,7,384,1992,1992,163900
1005,0.0,2.0,0,1005,672,1977.0,1005,10434,0.0,0,5,4,1005,1955,1955,115000
1555,0.0,2.0,0,1373,660,2007.0,1555,3684,130.0,20,5,7,1373,2007,2007,174000
1530,0.0,3.0,1300,230,630,2004.0,1530,14572,0.0,36,5,7,1530,2004,2004,259000
847,1112.0,4.0,0,847,434,2004.0,1959,11796,0.0,48,5,7,847,2004,2005,215000
936,0.0,2.0,936,0,672,1980.0,936,7200,180.0,0,5,5,936,1980,1980,140000
1328,653.0,4.0,622,500,576,1981.0,1981,7804,0.0,44,3,4,1122,1928,1950,135000
974,0.0,3.0,212,762,0,1980.0,974,10712,0.0,28,5,5,974,1991,1992,93500
1178,1032.0,5.0,0,1008,205,1930.0,2210,9900,0.0,48,4,6,1008,1880,1950,117500
1142,878.0,3.0,584,544,466,1995.0,2020,9828,0.0,155,5,8,1128,1995,1995,239500
916,684.0,3.0,0,916,460,1997.0,1600,8773,0.0,38,5,6,916,1997,1997,169000
986,0.0,2.0,0,960,180,1926.0,986,6180,0.0,128,5,6,960,1926,1950,102000
1032,220.0,3.0,280,752,288,1950.0,1252,9600,0.0,0,5,6,1032,1950,1950,119000
780,240.0,2.0,0,780,0,1980.0,1020,6342,0.0,0,8,5,780,1875,1996,94000
1567,0.0,2.0,1567,0,714,1977.0,1567,9819,0.0,32,5,6,1567,1977,1977,196000
1167,0.0,3.0,645,270,495,1972.0,1167,8731,0.0,0,5,5,915,1920,1950,144000
952,0.0,2.0,852,100,840,1988.0,952,7350,0.0,0,7,5,952,1951,1951,139000
1088,780.0,4.0,381,399,484,1976.0,1868,10304,44.0,96,7,5,780,1976,1976,197500
1466,1362.0,4.0,1150,316,1052,2006.0,2828,9965,340.0,144,5,8,1466,2006,2007,424870
1006,0.0,3.0,288,718,0,1980.0,1006,9000,0.0,24,3,5,1006,1959,1959,80000
672,252.0,2.0,348,324,280,1941.0,924,12180,0.0,0,4,4,672,1941,1950,80000
1042,534.0,3.0,0,1042,225,1928.0,1576,6240,0.0,0,6,5,1042,1928,1950,149000
1298,0.0,3.0,1258,40,403,1985.0,1298,11200,85.0,26,5,6,1298,1985,1985,180000
860,704.0,3.0,275,429,234,1941.0,1564,12000,0.0,0,7,7,704,1941,1950,174500
572,539.0,2.0,0,572,288,1982.0,1111,5700,0.0,0,7,7,572,1926,1950,116900
832,650.0,3.0,624,26,324,1930.0,1482,9000,0.0,0,9,7,650,1920,1988,143000
932,0.0,2.0,0,932,306,1950.0,932,8280,0.0,0,5,6,932,1950,1950,124000
1466,0.0,3.0,176,1290,528,1959.0,1466,17755,132.0,140,4,5,1466,1959,1959,149900
1811,0.0,2.0,296,230,470,1956.0,1811,14115,0.0,0,7,6,1073,1956,2004,230000
816,0.0,2.0,538,278,432,2002.0,816,5890,0.0,0,8,6,816,1930,2007,120500
902,918.0,4.0,454,410,492,1965.0,1820,13700,288.0,84,6,7,864,1965,1988,201800
1437,0.0,3.0,1157,280,528,1976.0,1437,10768,0.0,21,8,5,1437,1976,2004,218000
1265,0.0,3.0,633,586,502,1965.0,1265,9350,0.0,92,8,5,1219,1965,1999,179900
1314,0.0,2.0,904,410,626,2008.0,1314,5001,166.0,62,5,7,1314,2007,2008,230000
1580,0.0,3.0,0,1580,830,2008.0,1580,11932,186.0,24,5,8,1580,2007,2008,235128
943,933.0,4.0,442,459,540,1974.0,1876,9120,270.0,69,6,6,901,1974,1974,185000
855,601.0,3.0,311,544,440,1978.0,1456,2280,0.0,0,5,6,855,1978,1978,146000
1640,0.0,3.0,728,568,924,1993.0,1640,14778,72.0,0,7,6,1296,1954,2006,224000
894,0.0,3.0,492,402,450,1968.0,894,8724,0.0,0,5,5,894,1968,1968,129000
1258,0.0,0.0,1198,0,400,1969.0,1258,12900,0.0,0,4,4,1198,1969,1969,108959
1432,0.0,2.0,680,289,588,1978.0,1432,16157,0.0,180,7,5,1360,1978,1978,194000
1502,0.0,3.0,0,1502,644,2009.0,1502,9541,268.0,114,5,7,1502,2009,2009,233170
1694,0.0,3.0,0,1694,776,2008.0,1694,10475,72.0,33,5,8,1694,2008,2008,245350
959,712.0,3.0,786,173,472,2000.0,1671,10852,0.0,38,5,6,959,2000,2000,173000
1236,872.0,4.0,626,501,540,1935.0,2108,13728,0.0,0,7,6,1127,1935,1986,235000
1831,1796.0,4.0,1387,543,807,1995.0,3627,35760,1378.0,76,5,10,1930,1995,1996,625000
1118,0.0,3.0,522,574,358,1977.0,1118,9880,0.0,0,6,6,1096,1977,1977,171000
1261,0.0,3.0,662,599,433,1958.0,1261,9120,0.0,0,6,6,1261,1958,1958,163000
625,625.0,2.0,0,625,625,2006.0,1250,4017,0.0,54,5,7,625,2006,2007,171900
1636,971.0,3.0,152,977,0,1980.0,3086,18030,0.0,0,6,5,1598,1946,1994,200500
1170,1175.0,4.0,503,449,360,1932.0,2345,16560,0.0,0,8,6,952,1932,1950,239000
2129,743.0,4.0,700,983,541,1992.0,2872,10678,337.0,33,5,8,1683,1992,2000,285000
923,0.0,3.0,658,218,264,1984.0,923,6951,0.0,0,5,5,876,1984,1985,119500
818,406.0,3.0,468,350,210,1926.0,1224,3950,0.0,0,8,6,818,1926,2004,115000
820,523.0,3.0,0,731,186,1921.0,1343,7681,0.0,0,6,5,731,1921,1950,154900
1124,0.0,3.0,0,0,0,1980.0,1124,8335,0.0,36,5,5,0,1954,1954,93000
1298,1216.0,4.0,1216,0,693,1990.0,2514,11170,0.0,0,5,7,1216,1990,1991,250000
1652,0.0,2.0,1480,120,482,2008.0,1652,5587,186.0,53,5,8,1600,2008,2008,392500
2411,2065.0,4.0,2096,300,813,1996.0,4476,15623,0.0,78,5,10,2396,1996,1996,745000
1130,0.0,2.0,821,299,720,1970.0,1130,10800,0.0,0,6,5,1120,1920,1950,120000
1572,0.0,3.0,1159,413,995,1963.0,1572,35133,226.0,263,4,5,1572,1963,1963,186700
949,272.0,4.0,392,392,392,1965.0,1221,9738,0.0,0,7,5,784,1924,1950,104900
1014,685.0,3.0,440,538,420,1920.0,1699,10615,0.0,74,5,3,978,1900,1970,95000
1624,0.0,2.0,1456,168,757,1994.0,1624,12461,0.0,114,5,8,1624,1994,1995,262000
831,829.0,3.0,0,831,493,2002.0,1660,8935,95.0,68,5,7,831,2002,2002,195000
1028,776.0,3.0,0,994,442,1999.0,1804,7500,0.0,60,5,7,994,1999,1999,189000
1622,0.0,3.0,1159,90,1356,1975.0,1622,32463,149.0,0,4,4,1249,1961,1975,168000
764,677.0,2.0,0,776,492,1999.0,1441,2645,456.0,0,5,8,776,1999,2000,174000
842,630.0,3.0,0,702,250,1925.0,1472,9600,0.0,0,8,5,702,1925,1994,125000
1224,0.0,2.0,883,341,402,1999.0,1224,4500,425.0,304,5,6,1224,1999,1999,165000
663,689.0,4.0,371,292,299,1969.0,1352,9364,143.0,36,7,6,663,1969,1969,158000
728,728.0,3.0,0,728,400,2005.0,1456,8029,0.0,24,5,6,728,2005,2005,176000
879,984.0,4.0,0,879,660,2006.0,1863,14054,0.0,17,5,7,879,2006,2006,219210
815,875.0,3.0,0,815,225,1916.0,1690,8850,0.0,0,6,7,815,1916,1950,144000
1212,0.0,3.0,0,1212,573,2001.0,1212,9100,0.0,0,5,7,1212,2001,2001,178000
1382,0.0,3.0,547,504,459,1974.0,1382,11235,51.0,82,5,4,1051,1963,1979,148000
864,0.0,3.0,0,864,280,1972.0,864,9353,0.0,0,5,4,864,1970,1970,116050
866,913.0,3.0,0,866,546,1998.0,1779,10400,0.0,36,5,7,866,1998,1998,197900
884,464.0,3.0,0,884,216,1960.0,1348,6000,0.0,0,8,5,884,1925,1997,117000
1630,0.0,3.0,0,1630,451,2000.0,1630,9750,171.0,234,5,7,1630,2000,2001,213000
1074,0.0,3.0,788,268,495,1975.0,1074,10140,0.0,88,6,5,1056,1975,1975,153500
2196,0.0,3.0,485,1496,701,1990.0,2196,14684,234.0,70,7,7,2158,1990,1991,271900
1056,0.0,3.0,1056,0,384,1966.0,1056,8900,0.0,42,4,4,1056,1966,1966,107000
1700,0.0,3.0,340,1342,544,2003.0,1700,9135,120.0,23,5,6,1682,2003,2003,200000
1283,0.0,3.0,504,319,506,1980.0,1283,7763,0.0,0,7,5,931,1962,1980,140000
1660,0.0,3.0,1220,440,500,2006.0,1660,10182,420.0,50,5,8,1660,2006,2006,290000
1055,790.0,3.0,0,1055,462,1992.0,1845,11218,0.0,104,5,6,1055,1992,1992,189000
1080,672.0,4.0,427,132,492,1988.0,1752,12134,0.0,12,7,8,559,1988,2005,164000
672,0.0,2.0,344,328,234,1941.0,672,9340,0.0,113,6,4,672,1941,1950,113000
960,0.0,0.0,648,0,364,1965.0,960,10246,0.0,0,9,4,648,1965,2001,145000
999,0.0,3.0,784,141,300,1962.0,999,10205,0.0,72,5,5,925,1962,1962,134500
894,0.0,3.0,180,340,384,1966.0,894,7094,0.0,0,5,5,894,1966,1966,125000
1318,584.0,4.0,0,0,539,1978.0,1902,8930,0.0,0,5,6,0,1978,1978,112000
1314,0.0,3.0,936,364,552,2009.0,1314,8640,72.0,112,5,8,1300,2009,2009,229456
672,0.0,2.0,0,0,0,1980.0,912,6240,0.0,0,5,4,0,1947,1950,80500
672,546.0,3.0,0,672,0,1980.0,1218,1680,236.0,0,5,6,672,1971,1971,91500
912,0.0,2.0,312,0,288,1964.0,912,7800,0.0,0,5,5,912,1964,1964,115000
1211,0.0,3.0,250,210,322,1968.0,1211,8250,0.0,63,5,5,952,1968,1968,134000
1168,678.0,3.0,196,844,315,1949.0,1846,10496,320.0,0,6,6,1040,1949,1950,143000
2136,0.0,4.0,756,1380,528,1951.0,2136,10680,44.0,30,3,5,2136,1951,1951,137900
788,702.0,3.0,724,64,388,2004.0,1490,15384,0.0,75,5,7,788,2004,2005,184000
1138,0.0,3.0,507,81,264,1958.0,1138,10482,63.0,0,8,6,588,1958,1958,145000
894,1039.0,4.0,0,894,668,2007.0,1933,14598,74.0,18,5,6,894,2007,2007,214000
912,0.0,2.0,595,317,576,1992.0,912,8872,300.0,240,8,5,912,1965,2008,147000
1702,0.0,1.0,1540,162,1052,2008.0,1702,8769,766.0,72,5,9,1702,2008,2008,367294
1507,0.0,4.0,666,409,404,1960.0,1507,7910,0.0,0,5,5,1075,1960,1960,127000
1361,1259.0,4.0,498,652,600,1977.0,2620,18890,1.0,24,5,5,1361,1977,1977,190000
1190,0.0,3.0,803,303,540,1962.0,1190,7728,120.0,18,6,5,1106,1962,1962,132500
1224,0.0,2.0,0,0,462,1962.0,1224,9842,0.0,0,5,4,0,1962,1962,101800
1188,0.0,3.0,1000,188,531,1959.0,1188,12160,180.0,0,5,5,1188,1959,1959,142000
1024,940.0,4.0,0,940,0,1980.0,1964,8525,0.0,192,6,5,940,1911,1950,130000
892,892.0,4.0,0,747,180,1914.0,1784,13132,0.0,40,5,5,747,1914,1950,138887
764,862.0,2.0,0,764,474,2003.0,1626,2628,106.0,27,5,7,764,2003,2003,175500
847,1101.0,3.0,0,847,434,2004.0,1948,12393,0.0,48,5,7,847,2004,2005,195000
1141,0.0,3.0,0,1141,484,2005.0,1141,13072,0.0,0,5,6,1141,2005,2005,142500
1484,0.0,3.0,428,1048,472,2006.0,1484,9037,32.0,33,5,8,1476,2006,2006,265900
884,884.0,3.0,550,334,543,2003.0,1768,8158,252.0,63,5,7,884,2003,2003,224900
1689,0.0,3.0,0,1689,954,2007.0,1689,9849,0.0,56,6,7,1689,2007,2007,248328
1173,0.0,3.0,885,0,528,1974.0,1173,10625,81.0,120,6,7,1053,1974,1974,170000
2076,0.0,2.0,1386,690,850,2006.0,2076,13891,0.0,229,5,10,2076,2006,2006,465000
792,725.0,3.0,0,792,400,1931.0,1517,11435,0.0,0,7,8,792,1929,1950,230000
1140,728.0,3.0,0,585,477,1984.0,1868,12090,74.0,112,7,6,585,1984,2003,178000
756,797.0,3.0,0,756,615,2005.0,1553,8125,0.0,45,5,7,756,2005,2006,186500
1034,0.0,3.0,539,473,888,1976.0,1034,12328,335.0,0,5,6,1012,1976,1976,169900
1134,924.0,3.0,319,416,396,1950.0,2058,9600,0.0,0,5,6,735,1917,1950,129500
988,0.0,3.0,534,246,276,1950.0,988,7200,0.0,80,7,5,876,1950,1950,119000
2110,0.0,3.0,1065,1045,522,1968.0,2110,11160,0.0,0,5,7,2110,1968,1968,244000
1405,0.0,2.0,0,1405,478,2003.0,1405,3136,163.0,36,5,7,1405,2003,2003,171750
874,0.0,3.0,510,354,288,1968.0,874,9858,0.0,0,6,5,864,1968,1968,130000
1516,651.0,3.0,125,36,518,1974.0,2167,17542,0.0,47,7,7,1192,1974,2003,294000
760,896.0,3.0,0,746,397,2003.0,1656,6931,92.0,128,5,7,746,2003,2004,165400
959,408.0,3.0,425,459,560,1978.0,1367,6240,0.0,0,6,6,884,1931,1950,127500
1987,0.0,2.0,1314,672,691,1994.0,1987,14303,554.0,36,5,8,1986,1994,1994,301500
864,0.0,2.0,0,864,0,1980.0,864,4060,0.0,96,8,5,864,1922,1950,99900
1166,0.0,2.0,655,201,400,2005.0,1166,9587,182.0,0,5,7,856,2005,2005,190000
1054,0.0,3.0,602,14,460,1969.0,1054,9750,0.0,0,8,6,1054,1969,1969,151000
892,783.0,3.0,0,841,502,1999.0,1675,24682,0.0,103,5,6,841,1999,1999,181000
1050,0.0,2.0,504,546,338,1956.0,1050,9600,0.0,0,6,5,1050,1956,1956,128900
1104,684.0,5.0,0,1104,304,1957.0,1788,11250,0.0,0,5,4,1104,1957,1989,161500
1060,764.0,3.0,0,764,520,1940.0,1824,13515,0.0,0,6,6,764,1919,1950,180500
1337,0.0,2.0,266,1139,511,1998.0,1337,4060,0.0,68,5,6,1405,1998,1999,181000
713,739.0,3.0,450,241,506,1999.0,1452,3735,218.0,34,5,7,691,1999,1999,183900
964,925.0,4.0,0,925,308,1960.0,1889,10120,0.0,0,4,7,925,1910,1950,122000
2018,0.0,3.0,0,2002,746,2009.0,2018,13214,0.0,76,5,9,2002,2008,2009,378500
1968,1479.0,4.0,192,536,1014,1982.0,3447,14100,632.0,12,9,8,728,1935,1997,381000
874,650.0,3.0,460,414,315,1958.0,1524,11344,180.0,0,5,5,874,1958,1958,144000
1332,192.0,0.0,1258,74,586,1979.0,1524,23595,0.0,0,6,7,1332,1979,1979,260000
1489,0.0,3.0,0,1489,462,1968.0,1489,9156,0.0,0,7,6,1489,1968,1968,185750
935,0.0,3.0,560,0,288,1965.0,935,13526,114.0,0,6,5,935,1965,1965,137000
1357,0.0,2.0,719,300,312,1959.0,1357,11512,84.0,0,7,6,1019,1959,2006,177000
661,589.0,3.0,0,661,552,1985.0,1250,5362,0.0,0,6,5,661,1910,2003,139000
928,992.0,4.0,220,708,400,1948.0,1920,11345,567.0,0,5,5,928,1948,1950,137000
735,660.0,3.0,593,130,497,1972.0,1395,12936,0.0,116,6,6,723,1972,1972,162000
1724,0.0,3.0,528,1152,480,1967.0,1724,17871,359.0,0,5,6,1680,1967,1976,197900
1128,903.0,3.0,804,324,577,2002.0,2031,9473,0.0,211,5,8,1128,2002,2002,237000
698,430.0,2.0,0,698,528,1980.0,1128,7500,0.0,0,4,4,698,1920,1950,68400
1573,0.0,3.0,788,785,544,2002.0,1573,9808,110.0,72,5,7,1573,2002,2002,227000
1339,0.0,3.0,1053,256,484,1990.0,1339,8049,54.0,58,5,7,1309,1990,1990,180000
1040,0.0,3.0,532,364,484,1977.0,1040,8800,0.0,0,7,5,1040,1977,2008,150500
912,912.0,4.0,0,912,0,1980.0,1824,9400,0.0,0,5,6,912,1971,1971,139000
1699,748.0,4.0,0,804,336,1969.0,2447,9638,0.0,0,7,6,804,1919,1990,169000
825,587.0,4.0,0,780,280,1939.0,1412,6000,0.0,0,6,6,780,1939,1950,132500
1328,0.0,3.0,569,678,528,1963.0,1328,9790,451.0,26,5,6,1328,1963,1963,143000
1582,0.0,4.0,812,812,390,1964.0,1582,36500,621.0,198,5,5,1624,1964,1964,190000
1659,0.0,2.0,1158,343,499,2000.0,1659,5664,0.0,59,5,8,1501,2000,2000,278000
1120,850.0,3.0,0,1085,753,2006.0,1970,11065,788.0,74,5,8,1085,2006,2006,281000
1152,0.0,3.0,1014,138,484,1964.0,1152,14112,86.0,0,7,5,1152,1964,1964,180500
630,672.0,3.0,231,399,264,1972.0,1302,1680,268.0,0,7,5,630,1972,1972,119500
1378,994.0,4.0,0,994,432,1985.0,2372,6600,0.0,287,4,5,994,1892,1965,107500
832,832.0,4.0,194,638,528,1976.0,1664,10140,0.0,28,5,7,832,1976,1976,162900
864,0.0,2.0,167,697,572,1957.0,864,8172,0.0,0,7,5,864,1955,1990,115000
1052,0.0,3.0,1016,36,288,1968.0,1052,8400,168.0,0,5,5,1052,1968,1968,138500
1128,0.0,3.0,776,344,525,1963.0,1128,8700,148.0,20,6,5,1120,1963,1963,155000
1072,0.0,2.0,547,0,525,2005.0,1072,3675,82.0,44,5,6,547,2005,2006,140000
4692,950.0,3.0,5644,466,1418,2008.0,5642,63887,796.0,292,5,10,6110,2008,2008,160000
1246,0.0,3.0,340,0,305,1959.0,1246,7500,0.0,0,7,5,1246,1959,1994,154000
1005,978.0,3.0,694,284,490,1999.0,1983,10762,344.0,0,5,7,978,1999,1999,225000
753,741.0,3.0,547,224,213,1942.0,1494,7500,0.0,0,7,6,771,1942,1950,177500
1203,1323.0,4.0,740,425,844,1994.0,2526,10120,391.0,78,5,8,1165,1994,1994,290000
1616,0.0,3.0,0,1616,834,2005.0,1616,8688,228.0,59,5,7,1616,2005,2005,232000
976,732.0,3.0,0,976,380,2004.0,1708,3363,117.0,40,5,7,976,2004,2004,130000
1652,0.0,2.0,1572,80,840,2006.0,1652,13173,300.0,102,5,9,1652,2006,2007,325000
1368,0.0,2.0,0,1368,474,2005.0,1368,6955,94.0,35,5,7,1368,2005,2006,202500
990,0.0,3.0,746,244,480,2000.0,990,8072,0.0,64,5,5,990,1994,1995,138000
1122,0.0,2.0,144,172,528,1948.0,1122,12000,0.0,36,7,5,924,1948,2005,147000
1294,0.0,3.0,1200,78,496,1991.0,1294,7153,88.0,51,5,6,1278,1991,1991,179200
1902,0.0,3.0,1406,496,567,1959.0,1902,17500,0.0,207,8,7,1902,1959,2002,335000
1274,0.0,3.0,925,349,508,2005.0,1274,8814,80.0,98,5,7,1274,2005,2007,203000
1453,1357.0,4.0,482,971,750,1990.0,2810,9572,336.0,0,5,8,1453,1990,1990,302000
1422,1177.0,4.0,0,1393,779,1999.0,2599,14774,165.0,30,5,9,1393,1999,1999,333168
948,0.0,3.0,732,216,280,1956.0,948,8190,0.0,36,6,4,948,1954,1954,119000
1092,1020.0,4.0,500,176,576,1969.0,2112,11075,0.0,0,5,6,952,1969,1969,206900
1630,0.0,3.0,0,1622,860,2008.0,1630,10226,270.0,42,5,8,1622,2008,2008,295493
1352,0.0,2.0,0,1352,466,2006.0,1352,4230,0.0,241,5,7,1352,2006,2007,208900
1787,0.0,3.0,0,1753,748,2001.0,1787,14781,178.0,150,5,8,1753,2001,2002,275000
948,0.0,3.0,492,372,248,1954.0,948,10215,132.0,0,5,4,864,1954,1954,111000
1478,0.0,3.0,189,628,442,1957.0,1478,8400,0.0,0,3,6,1478,1957,1957,156500
720,0.0,2.0,0,0,287,1955.0,720,6627,0.0,0,6,3,0,1949,1950,72500
1061,862.0,3.0,674,76,564,1992.0,1923,10186,0.0,39,5,7,750,1992,1992,190000
708,0.0,2.0,280,140,0,1980.0,708,5330,0.0,0,7,4,420,1940,1950,82500
1795,0.0,2.0,0,1795,895,2007.0,1795,9986,428.0,49,5,8,1795,2006,2007,147000
796,0.0,2.0,0,796,0,1980.0,796,3636,0.0,0,4,4,796,1922,1950,55000
774,0.0,3.0,544,0,0,1980.0,774,4270,0.0,0,6,3,544,1931,2006,79000
816,0.0,3.0,641,175,264,1982.0,816,6600,0.0,0,9,5,816,1982,2008,130500
1584,1208.0,3.0,493,1017,520,1920.0,2792,10440,0.0,547,7,6,1510,1920,1950,256000
955,0.0,3.0,0,935,462,1998.0,1632,9084,0.0,28,5,7,935,1998,1998,176500
1588,0.0,3.0,0,1588,825,2006.0,1588,10000,410.0,45,5,8,1588,2006,2006,227000
954,0.0,3.0,483,428,576,1976.0,954,10780,0.0,0,5,5,911,1976,1976,132500
816,0.0,2.0,690,126,288,1958.0,816,8877,0.0,0,6,4,816,1938,1958,100000
803,557.0,2.0,0,803,297,1951.0,1360,7200,0.0,65,6,5,803,1938,1995,125500
765,600.0,3.0,765,0,440,1970.0,1365,2368,312.0,36,6,5,765,1970,1970,125000
1334,0.0,2.0,686,664,630,1977.0,1334,9650,360.0,16,5,6,1350,1977,1977,167900
1656,0.0,4.0,0,1656,506,1973.0,1656,9246,564.0,211,5,5,1656,1973,1973,135000
693,0.0,2.0,0,693,0,1980.0,693,4118,0.0,20,4,4,693,1941,1950,52500
920,941.0,3.0,700,216,492,2002.0,1861,13450,0.0,91,5,7,916,2002,2002,200000
864,0.0,3.0,360,504,288,1972.0,864,9560,0.0,0,7,5,864,1972,1972,128500
872,0.0,3.0,0,858,480,1974.0,872,8294,0.0,0,5,4,858,1971,1971,123000
1114,0.0,3.0,814,300,576,2004.0,1114,13695,0.0,78,5,6,1114,2003,2004,155000
1284,885.0,3.0,0,1284,647,2002.0,2169,9375,149.0,87,5,8,1284,2002,2002,228500
1172,741.0,3.0,0,896,342,1929.0,1913,7558,0.0,0,6,6,896,1928,1950,177000
728,728.0,3.0,0,728,440,2006.0,1456,11103,0.0,0,5,7,728,2006,2006,155835
960,0.0,2.0,250,710,308,1997.0,960,6000,0.0,0,4,4,960,1920,1950,108500
2156,0.0,3.0,297,1203,508,1968.0,2156,20781,0.0,80,7,7,1568,1968,2003,262500
1776,0.0,3.0,80,1652,712,2006.0,1776,15306,100.0,0,5,8,1732,2006,2007,283463
1494,0.0,3.0,1443,39,514,1998.0,1494,16196,0.0,25,5,7,1482,1998,1998,215000
938,1215.0,4.0,259,425,0,1980.0,2358,5250,0.0,54,5,8,684,1872,1987,122000
1338,1296.0,6.0,500,748,968,1969.0,2634,11643,368.0,0,5,5,1248,1969,1969,200000
858,858.0,4.0,319,539,490,1962.0,1716,9247,318.0,84,6,6,858,1962,1962,171000
786,390.0,2.0,0,698,624,1999.0,1176,6000,0.0,0,9,6,698,1937,2000,134900
2053,1185.0,4.0,816,1217,666,1996.0,3238,14720,579.0,86,5,8,2033,1995,1996,410000
992,873.0,3.0,735,257,839,2000.0,1865,10316,0.0,184,5,7,992,2000,2000,235000
1222,698.0,4.0,0,570,487,1968.0,1920,10192,143.0,98,6,7,570,1968,1992,170000
892,0.0,3.0,340,524,264,1966.0,892,9477,65.0,0,5,5,864,1966,1966,110000
1078,0.0,3.0,734,344,500,1971.0,1078,12537,0.0,0,6,5,1078,1971,2008,149900
769,804.0,3.0,378,378,440,2000.0,1573,2117,216.0,32,5,6,756,2000,2000,177500
1980,0.0,3.0,1447,533,770,2004.0,1980,16737,66.0,45,5,9,1980,2004,2005,315000
990,1611.0,4.0,0,612,621,1998.0,2601,9842,0.0,0,6,5,612,1921,1998,189000
1530,0.0,3.0,1274,256,430,2005.0,1530,16158,16.0,36,5,7,1530,2005,2005,260000
1281,457.0,4.0,0,715,368,1920.0,1738,12513,0.0,0,4,4,715,1920,2007,104900
616,796.0,3.0,0,616,432,2007.0,1412,8499,0.0,36,5,6,616,2006,2007,156932
520,600.0,2.0,0,600,480,2005.0,1200,3180,0.0,166,5,7,600,2005,2005,144152
814,860.0,3.0,533,281,663,2000.0,1674,7500,0.0,96,5,7,814,2000,2000,216000
882,908.0,3.0,633,240,588,1999.0,1790,9179,158.0,88,5,7,873,1999,1999,193000
925,550.0,4.0,548,36,336,1977.0,1475,2665,0.0,26,6,5,757,1977,1977,127000
848,0.0,1.0,685,163,420,2003.0,848,4435,170.0,0,5,6,848,2003,2004,144000
1668,0.0,3.0,370,315,502,2003.0,1668,10635,171.0,262,5,8,1657,2003,2003,232000
840,534.0,2.0,315,420,338,1967.0,1374,5400,0.0,0,6,4,840,1920,1950,105000
1661,0.0,3.0,831,161,377,1955.0,1661,9600,0.0,28,6,6,992,1955,1996,165500
1108,989.0,3.0,975,133,583,1998.0,2097,9750,0.0,170,6,7,1108,1998,1998,274300
2633,0.0,2.0,1282,1351,804,2001.0,2633,11400,705.0,140,5,10,2633,2001,2002,466500
1026,932.0,3.0,0,1026,936,2005.0,1958,10625,0.0,210,5,7,1026,2005,2005,250000
1571,0.0,3.0,0,1571,722,2007.0,1571,10991,80.0,36,5,8,1571,2007,2007,239000
790,0.0,2.0,384,384,160,1925.0,790,6292,0.0,141,5,6,768,1930,1950,91000
984,620.0,3.0,408,156,660,1977.0,1604,10998,0.0,68,5,5,984,1941,1960,117000
483,504.0,2.0,309,174,264,1973.0,987,1953,408.0,0,5,6,483,1973,1973,83000
754,640.0,3.0,0,384,400,2007.0,1394,9735,0.0,0,5,5,384,2006,2007,167500
864,0.0,2.0,203,661,200,1938.0,864,8212,0.0,0,3,3,864,1914,1950,58500
2117,0.0,4.0,865,340,550,1970.0,2117,12925,0.0,42,7,6,1205,1970,1970,237500
998,764.0,4.0,0,596,576,1989.0,1762,7200,0.0,0,7,7,596,1920,1950,157000
1416,0.0,3.0,0,816,576,2007.0,1416,25339,0.0,0,7,5,816,1918,2007,112000
698,560.0,2.0,204,356,280,1939.0,1258,9060,0.0,0,5,6,560,1939,1950,105000
796,358.0,3.0,735,61,240,1922.0,1154,5436,0.0,96,8,4,796,1922,2007,125500
1392,1392.0,5.0,790,133,564,1978.0,2784,16692,184.0,112,5,7,1392,1978,1978,250000
1664,862.0,5.0,168,0,216,1916.0,2526,8520,0.0,15,7,6,714,1916,1950,136000
1746,0.0,3.0,1320,426,758,2006.0,1746,14892,160.0,39,5,9,1746,2006,2007,377500
869,349.0,3.0,375,360,440,2003.0,1218,6000,0.0,0,6,6,735,1941,1950,131000
1525,0.0,3.0,1400,125,541,2000.0,1525,9100,244.0,36,5,7,1525,2000,2000,235000
1584,0.0,4.0,0,1584,792,1967.0,1584,8944,0.0,152,5,5,1584,1967,1967,124000
900,0.0,3.0,769,95,288,1967.0,900,7838,0.0,144,5,5,864,1967,1967,123000
1221,691.0,3.0,0,482,672,2003.0,1912,10800,0.0,25,7,6,482,1905,2000,163000
1500,0.0,3.0,1070,286,648,2006.0,1500,4045,45.0,20,5,7,1356,2006,2006,246578
1133,1349.0,4.0,0,1094,642,2005.0,2482,12665,245.0,39,5,8,1094,2005,2006,281213
1687,0.0,3.0,353,60,572,1966.0,1687,57200,0.0,0,5,5,747,1948,1950,160000
939,574.0,4.0,0,939,180,1933.0,1513,6120,0.0,0,8,5,939,1920,2004,137500
1136,768.0,3.0,180,676,240,1950.0,1904,7200,0.0,0,4,5,1208,1950,1982,138000
1160,448.0,3.0,264,712,216,1925.0,1608,6171,0.0,16,6,6,976,1925,1990,137450
950,208.0,3.0,0,862,208,1929.0,1158,6000,0.0,0,7,6,862,1929,1950,120000
864,729.0,3.0,759,80,398,2004.0,1593,7415,0.0,75,5,6,839,2004,2004,193000
